user_id,question_id,time_spent_sec,question_difficulty,mcq_correct,past_correct_pct,skill_level
370,18936,23.03,1,1,0.592,3
357,17857,31.97,2,1,0.233,5
154,17148,40.38,2,1,0.206,5
432,9491,36.13,3,1,0.486,4
93,5105,28.28,3,1,0.288,4
288,4630,27.34,3,1,0.304,4
185,2458,14.03,2,0,0.616,3
369,12428,29.97,1,1,0.572,3
422,8586,23.37,2,0,0.3,4
62,19809,41.35,3,1,0.462,4
203,18186,38.13,2,0,0.428,4
418,2045,45.98,3,1,0.748,3
243,149,50.44,4,0,0.369,4
198,5377,34.8,3,0,0.511,3
481,18782,20.29,2,1,0.487,4
458,8248,24.44,2,0,0.317,4
159,12604,37.94,3,0,0.254,4
484,1363,50.88,4,1,0.659,3
220,5656,36.54,3,1,0.724,3
199,4743,21.15,2,1,0.759,2
106,822,28.48,4,0,0.384,4
75,16788,24.06,2,1,0.499,4
39,18245,18.07,2,1,0.483,4
12,1888,31.77,5,1,0.359,4
478,18657,49.61,2,1,0.444,4
189,13949,21.83,2,1,0.142,5
284,8533,67.72,4,0,0.746,3
154,17527,24.6,3,1,0.206,5
489,5314,28.71,4,0,0.795,2
447,14417,10.19,1,1,0.689,3
107,15899,21.73,2,1,0.479,4
208,18701,18.91,2,1,0.143,5
417,7512,10.18,1,1,0.461,4
201,18100,63.1,3,1,0.355,4
353,4519,36.34,3,0,0.523,3
143,11587,70.49,4,1,0.778,2
364,6617,36.67,4,0,0.524,3
288,10614,40.22,4,0,0.304,4
398,18228,54.43,2,1,0.501,3
42,316,28.29,4,0,0.145,5
17,7845,18.66,1,1,0.276,4
497,7986,21.75,2,1,0.598,3
267,13369,59.21,3,0,0.33,4
394,4229,41.16,4,1,0.682,3
398,9020,12.77,2,0,0.501,3
492,12407,15.07,1,1,0.231,5
479,19098,38.33,3,0,0.711,3
116,13039,16.29,3,1,0.278,4
213,17572,14.62,1,0,0.499,4
186,11573,15.04,2,1,0.292,4
180,8130,32.0,2,0,0.247,5
289,5675,33.29,3,0,0.848,2
466,6083,36.7,3,1,0.134,5
263,1716,24.97,2,1,0.447,4
5,10811,36.78,3,0,0.498,4
29,14510,10.1,1,1,0.443,4
9,17418,48.79,2,0,0.915,1
260,17332,64.1,5,0,0.751,2
13,4453,18.77,2,1,0.721,3
67,16705,37.46,3,0,0.478,4
375,16723,51.08,4,0,0.406,4
57,5569,39.04,4,1,0.685,3
442,1858,54.87,3,0,0.44,4
500,8156,28.39,2,0,0.332,4
36,8571,31.12,2,1,0.232,5
123,16705,37.0,2,0,0.629,3
195,8326,19.89,3,1,0.544,3
13,15836,63.24,5,0,0.721,3
127,8827,39.92,4,0,0.365,4
21,12330,36.47,4,0,0.455,4
147,5019,53.69,4,1,0.459,4
454,9986,17.54,3,1,0.723,3
301,14521,15.9,3,0,0.384,4
461,13174,49.0,3,0,0.289,4
14,4502,32.45,5,0,0.358,4
21,18392,27.6,3,1,0.455,4
84,904,28.54,2,1,0.694,3
412,2878,33.61,4,0,0.211,5
195,18326,21.25,5,0,0.544,3
428,11014,33.32,2,1,0.316,4
315,16798,18.87,2,1,0.748,3
28,16092,47.1,4,1,0.604,3
264,11598,77.2,4,0,0.449,4
148,5984,16.77,1,1,0.37,4
334,2570,37.88,2,1,0.501,3
403,524,20.43,2,1,0.693,3
254,16808,57.28,4,1,0.717,3
408,2673,53.53,4,0,0.332,4
270,3781,43.8,3,1,0.479,4
397,15380,28.79,4,0,0.621,3
436,10058,101.2,5,0,0.485,4
255,6026,24.44,2,1,0.424,4
143,5186,18.32,2,1,0.778,2
409,11674,38.72,2,1,0.284,4
30,2978,15.31,2,0,0.331,4
435,11449,52.8,4,0,0.303,4
233,12720,28.69,3,0,0.368,4
73,8635,29.39,4,0,0.322,4
42,15557,24.91,3,0,0.145,5
338,14647,36.46,3,0,0.252,4
1,14059,11.52,1,1,0.213,5
271,18187,14.26,2,1,0.316,4
233,1114,22.96,2,1,0.368,4
350,15052,22.89,2,1,0.611,3
448,17297,179.23,5,0,0.552,3
345,3950,39.27,3,1,0.659,3
356,3700,61.63,4,0,0.71,3
265,8158,69.71,4,1,0.299,4
468,12726,23.72,2,1,0.712,3
231,15586,68.33,4,0,0.575,3
302,603,20.46,2,0,0.441,4
30,3074,90.33,5,0,0.331,4
214,13144,18.87,2,1,0.728,3
23,10992,14.7,1,1,0.635,3
122,19648,14.43,1,1,0.731,3
361,10843,86.86,5,1,0.544,3
401,17593,41.1,3,1,0.575,3
277,5545,67.84,4,1,0.361,4
465,18954,49.35,4,1,0.614,3
65,15477,28.69,3,0,0.299,4
99,13928,9.0,1,0,0.787,2
71,4533,26.84,3,1,0.518,3
308,6985,13.03,1,1,0.688,3
323,17753,49.39,3,0,0.644,3
280,2421,76.29,4,1,0.678,3
216,17997,25.46,3,1,0.35,4
463,13297,56.39,3,0,0.39,4
288,18421,37.34,3,1,0.304,4
223,11640,34.83,4,0,0.169,5
38,15824,7.75,1,1,0.286,4
404,14922,15.52,2,1,0.508,3
349,16261,20.43,4,0,0.334,4
299,3646,63.04,3,1,0.478,4
472,11553,66.78,3,1,0.396,4
417,16380,42.32,2,1,0.461,4
292,1614,36.14,5,0,0.84,2
342,12622,24.47,3,0,0.428,4
359,8125,46.37,3,1,0.607,3
218,1393,18.37,2,0,0.586,3
375,171,65.07,5,0,0.406,4
150,6713,43.28,4,1,0.785,2
89,7793,23.6,2,0,0.22,5
482,15351,61.29,5,0,0.189,5
229,17229,12.27,1,1,0.651,3
456,9527,32.88,2,1,0.822,2
149,2281,23.29,2,1,0.514,3
13,5609,17.06,1,0,0.721,3
150,12962,45.72,3,1,0.785,2
314,13717,15.37,1,1,0.33,4
294,10030,17.54,1,1,0.36,4
96,16710,16.57,2,1,0.578,3
41,9986,9.57,1,1,0.767,2
35,6476,11.4,1,1,0.726,3
148,938,20.65,2,1,0.37,4
230,13939,31.35,3,0,0.249,5
338,4745,32.09,3,1,0.252,4
210,5588,45.56,3,0,0.42,4
238,16491,20.18,1,1,0.633,3
375,10971,75.76,5,0,0.406,4
457,12942,9.82,1,1,0.459,4
178,1491,50.56,4,1,0.619,3
352,2225,45.01,3,1,0.506,3
51,15320,30.36,3,1,0.315,4
446,10382,31.98,3,1,0.745,3
445,17541,28.99,4,0,0.349,4
372,9833,20.75,4,0,0.635,3
288,7234,67.89,3,0,0.304,4
497,16760,33.93,3,0,0.598,3
227,11318,31.66,2,0,0.412,4
37,10748,21.21,3,0,0.35,4
404,8833,14.34,2,1,0.508,3
225,14814,41.6,4,0,0.195,5
62,10063,13.6,1,1,0.462,4
425,19194,54.06,4,0,0.418,4
3,5456,51.87,3,0,0.145,5
129,11134,19.47,2,1,0.658,3
355,5699,53.15,3,0,0.585,3
488,10314,13.13,1,1,0.384,4
129,7389,45.49,4,0,0.658,3
68,16343,27.92,2,1,0.704,3
25,19750,34.59,3,1,0.822,2
50,16921,20.68,2,0,0.532,3
280,15179,23.25,2,1,0.678,3
9,6842,35.58,3,1,0.915,1
318,9790,29.27,4,0,0.514,3
163,2950,46.76,5,1,0.535,3
161,19858,27.57,4,0,0.551,3
392,6857,18.82,2,0,0.291,4
332,18984,8.99,1,0,0.592,3
338,19485,46.01,3,0,0.252,4
263,17234,20.14,2,0,0.447,4
95,13675,24.18,3,1,0.449,4
164,86,15.38,3,0,0.475,4
219,12618,75.79,4,1,0.15,5
370,13727,66.32,4,0,0.592,3
150,18764,21.27,2,1,0.785,2
111,18036,39.32,2,1,0.338,4
126,16937,16.19,1,1,0.433,4
76,5734,24.61,2,1,0.244,5
269,17663,16.57,2,1,0.847,2
275,11426,61.14,3,1,0.476,4
455,10690,39.4,4,1,0.362,4
151,19568,22.85,3,1,0.403,4
387,4241,36.14,2,1,0.388,4
158,8333,33.96,3,1,0.596,3
230,11044,46.99,3,0,0.249,5
447,8150,51.9,5,1,0.689,3
61,9031,29.71,3,0,0.29,4
269,7386,47.69,4,0,0.847,2
436,6386,24.5,3,1,0.485,4
424,570,20.63,1,0,0.28,4
301,6636,20.85,3,0,0.384,4
60,4266,65.08,5,0,0.709,3
147,19003,16.8,1,0,0.459,4
420,18892,34.42,3,0,0.807,2
362,1777,10.11,1,1,0.628,3
293,1637,23.69,3,0,0.418,4
206,774,30.86,2,1,0.775,2
474,15470,65.9,3,1,0.533,3
360,4077,61.36,3,1,0.763,2
184,5921,34.03,2,1,0.808,2
94,12520,23.61,3,0,0.157,5
233,5412,47.63,3,1,0.368,4
158,15774,95.6,4,0,0.596,3
9,14557,51.06,4,0,0.915,1
209,2785,46.72,4,0,0.065,5
274,6096,37.44,5,0,0.582,3
200,17730,76.33,4,0,0.661,3
62,19771,39.54,3,0,0.462,4
33,18936,31.6,4,0,0.23,5
481,19064,36.2,3,0,0.487,4
243,12675,49.27,4,0,0.369,4
132,18458,34.56,4,0,0.297,4
500,6217,24.03,2,1,0.332,4
244,5528,49.86,4,0,0.798,2
22,12325,49.64,4,0,0.757,2
284,612,51.62,3,0,0.746,3
5,12387,26.1,1,0,0.498,4
150,16185,68.27,4,0,0.785,2
359,3577,46.43,3,0,0.607,3
450,13310,29.64,3,1,0.272,4
98,16083,53.2,4,0,0.599,3
323,14916,20.42,2,1,0.644,3
26,8676,46.66,3,0,0.313,4
447,11052,93.82,5,0,0.689,3
146,5664,83.47,5,0,0.509,3
196,9085,64.61,4,0,0.34,4
493,15622,20.4,2,1,0.599,3
161,9993,15.06,1,1,0.551,3
429,4486,35.57,4,0,0.575,3
85,872,10.52,1,0,0.446,4
206,16651,45.09,2,1,0.775,2
108,10422,14.81,1,1,0.402,4
86,17061,23.91,2,1,0.413,4
68,11985,66.71,3,1,0.704,3
48,16844,43.81,4,0,0.738,3
86,12638,27.24,4,0,0.413,4
419,614,77.27,5,0,0.561,3
91,19847,18.07,2,1,0.587,3
213,11469,37.48,3,0,0.499,4
310,2476,41.09,4,0,0.696,3
64,17142,40.2,2,0,0.463,4
307,13320,63.71,3,0,0.5,4
482,4968,27.09,4,0,0.189,5
3,6498,29.37,2,1,0.145,5
260,2195,20.84,2,0,0.751,2
302,8186,32.63,4,1,0.441,4
28,7851,21.17,2,1,0.604,3
26,19610,48.31,3,1,0.313,4
302,7274,9.5,1,1,0.441,4
157,2929,23.22,3,1,0.656,3
381,8641,15.86,1,1,0.406,4
9,16521,32.78,2,1,0.915,1
274,6331,44.81,3,1,0.582,3
199,16611,16.5,1,1,0.759,2
134,18269,53.09,4,1,0.338,4
164,3222,28.14,5,0,0.475,4
475,16834,44.91,4,0,0.823,2
7,10907,16.09,1,0,0.217,5
76,3500,35.44,3,0,0.244,5
300,15404,25.44,3,0,0.23,5
492,5285,40.49,3,0,0.231,5
292,5371,41.74,3,0,0.84,2
316,7795,45.68,5,0,0.552,3
100,4057,54.3,5,0,0.657,3
374,12117,42.71,3,0,0.267,4
126,9096,42.24,3,0,0.433,4
373,1876,41.94,5,0,0.7,3
74,1325,31.54,3,1,0.736,3
43,19620,21.89,3,0,0.412,4
254,14932,64.53,3,0,0.717,3
412,10317,43.0,3,1,0.211,5
443,16660,20.89,3,0,0.708,3
295,17787,38.45,4,0,0.6,3
264,7468,32.13,5,0,0.449,4
22,17124,69.09,5,0,0.757,2
149,9288,50.25,3,1,0.514,3
461,14469,41.3,3,1,0.289,4
123,13807,51.71,4,0,0.629,3
379,1863,33.46,3,1,0.378,4
167,5335,15.06,1,1,0.406,4
420,8126,35.1,2,1,0.807,2
500,12764,35.55,3,1,0.332,4
46,12680,101.57,4,0,0.634,3
358,3927,40.73,3,1,0.783,2
194,17445,32.69,3,1,0.571,3
280,6660,14.81,1,1,0.678,3
433,14341,26.09,2,0,0.762,2
368,2829,65.06,5,0,0.606,3
202,11388,32.67,2,1,0.353,4
497,7431,52.8,4,0,0.598,3
439,7827,28.85,3,1,0.552,3
492,2477,45.18,3,1,0.231,5
469,7177,19.92,3,1,0.548,3
256,19604,35.43,5,0,0.553,3
239,6507,40.65,4,1,0.568,3
377,5661,49.23,4,1,0.739,3
73,5812,42.42,2,1,0.322,4
94,13459,32.92,5,0,0.157,5
189,11847,26.37,4,0,0.142,5
261,11103,18.75,1,1,0.859,2
167,8382,22.03,2,0,0.406,4
39,4225,79.0,3,1,0.483,4
481,19401,44.05,3,0,0.487,4
186,6815,37.98,4,0,0.292,4
104,5452,15.3,1,1,0.596,3
382,16587,30.01,3,1,0.513,3
162,15567,19.89,1,1,0.644,3
455,16653,56.37,5,1,0.362,4
257,11324,50.63,4,0,0.54,3
472,9588,51.31,4,0,0.396,4
106,14849,47.07,3,0,0.384,4
78,8226,49.17,4,0,0.57,3
441,1110,32.8,3,0,0.439,4
50,10114,27.78,2,0,0.532,3
343,18198,30.54,4,0,0.608,3
481,16514,39.44,2,1,0.487,4
252,16159,20.44,2,1,0.497,4
3,17902,59.77,4,0,0.145,5
488,13259,13.01,2,1,0.384,4
133,12519,37.24,5,0,0.377,4
260,10784,69.21,4,0,0.751,2
480,6536,30.85,3,1,0.68,3
205,8056,21.73,1,1,0.521,3
279,19702,28.37,1,1,0.388,4
363,10277,35.45,4,0,0.378,4
332,17387,64.98,3,1,0.592,3
169,12314,70.88,5,0,0.484,4
52,17156,38.42,2,0,0.466,4
79,12562,22.74,3,0,0.719,3
25,7905,22.92,4,0,0.822,2
243,10316,39.63,3,0,0.369,4
264,10003,45.91,2,1,0.449,4
241,11188,9.57,1,1,0.255,4
331,8290,47.21,5,0,0.455,4
17,5794,24.34,2,0,0.276,4
356,9949,27.73,2,1,0.71,3
142,13391,45.8,4,0,0.244,5
21,8015,31.67,2,0,0.455,4
382,10995,23.97,5,0,0.513,3
434,5096,25.86,3,1,0.349,4
289,5136,19.75,2,0,0.848,2
212,2005,54.69,4,0,0.516,3
163,1620,25.82,2,1,0.535,3
284,198,27.59,1,0,0.746,3
253,14508,30.36,2,1,0.552,3
409,7080,21.24,2,1,0.284,4
498,6201,29.61,5,0,0.534,3
75,7274,76.23,5,0,0.499,4
343,6955,35.92,5,0,0.608,3
115,3147,78.58,2,1,0.466,4
28,9179,18.64,2,1,0.604,3
181,12034,19.52,2,0,0.122,5
435,17294,27.25,3,1,0.303,4
5,6507,37.08,3,1,0.498,4
323,11231,73.29,4,0,0.644,3
240,9290,35.67,2,0,0.475,4
361,6360,37.83,4,1,0.544,3
445,6057,54.43,4,0,0.349,4
160,7549,76.23,4,1,0.275,4
63,17341,29.45,3,1,0.557,3
448,13022,20.41,1,1,0.552,3
383,16740,19.31,3,0,0.587,3
314,7883,24.47,1,1,0.33,4
58,14919,41.27,4,0,0.587,3
25,944,14.3,1,1,0.822,2
104,3166,19.88,2,1,0.596,3
496,14520,50.56,4,0,0.683,3
413,2801,25.58,2,1,0.638,3
197,5358,19.65,3,1,0.667,3
406,5282,126.64,5,0,0.614,3
473,18467,23.78,2,1,0.573,3
85,11388,41.28,3,1,0.446,4
52,19845,37.43,2,1,0.466,4
172,2156,30.82,3,0,0.853,2
253,317,29.77,2,1,0.552,3
306,5862,15.26,2,1,0.44,4
445,4686,37.83,4,0,0.349,4
236,185,23.76,1,1,0.194,5
154,4765,47.26,4,0,0.206,5
291,3233,13.02,1,1,0.337,4
151,18226,9.91,1,1,0.403,4
159,17190,25.6,2,1,0.254,4
133,5269,44.54,3,0,0.377,4
240,11304,32.07,3,0,0.475,4
159,9001,58.71,5,0,0.254,4
42,2997,46.43,3,1,0.145,5
411,12862,15.02,1,1,0.491,4
74,1209,47.32,5,1,0.736,3
430,12560,67.19,3,1,0.504,3
480,15302,42.53,3,0,0.68,3
465,5351,49.61,3,0,0.614,3
332,11131,17.94,2,1,0.592,3
59,9424,21.41,3,1,0.674,3
417,12075,27.2,2,1,0.461,4
388,13106,59.14,4,0,0.5,3
207,10783,12.54,1,1,0.451,4
61,2508,81.73,3,0,0.29,4
366,1650,71.73,4,0,0.248,5
363,2773,25.07,2,1,0.378,4
165,1309,22.66,1,1,0.584,3
115,10584,25.07,3,1,0.466,4
402,18323,113.59,3,1,0.465,4
195,7716,81.36,3,1,0.544,3
258,596,59.98,4,0,0.272,4
406,10785,27.25,3,1,0.614,3
474,15309,38.56,2,1,0.533,3
62,15519,18.15,3,0,0.462,4
102,3605,78.29,4,1,0.288,4
324,4107,37.56,3,1,0.715,3
428,19757,34.8,5,0,0.316,4
331,8987,31.45,3,1,0.455,4
264,3316,19.45,1,1,0.449,4
413,17905,16.11,2,1,0.638,3
340,19768,28.53,4,0,0.406,4
130,5586,45.83,3,1,0.544,3
235,6782,38.49,3,1,0.709,3
313,7340,45.22,3,0,0.627,3
131,15582,44.62,2,1,0.499,4
406,8965,11.95,1,1,0.614,3
395,15536,18.51,1,1,0.451,4
244,11484,13.95,1,1,0.798,2
73,8406,20.15,1,0,0.322,4
22,15311,35.78,3,0,0.757,2
262,12558,27.99,2,1,0.354,4
482,3040,48.13,2,1,0.189,5
290,5568,58.4,3,1,0.59,3
496,12948,12.8,1,0,0.683,3
72,1116,72.26,5,0,0.494,4
312,4187,49.63,4,1,0.508,3
22,2717,72.13,3,0,0.757,2
308,13011,30.25,3,1,0.688,3
478,3446,32.66,3,0,0.444,4
384,3390,22.57,4,0,0.467,4
292,5018,77.75,5,0,0.84,2
367,13103,70.13,4,1,0.309,4
472,12754,29.88,4,0,0.396,4
109,14203,48.16,4,0,0.512,3
357,7656,47.23,4,1,0.233,5
62,10318,37.69,2,1,0.462,4
299,6006,23.89,3,0,0.478,4
431,18750,14.34,3,0,0.217,5
281,8384,17.83,2,1,0.52,3
290,13558,42.3,2,1,0.59,3
415,1000,51.51,3,0,0.563,3
118,6045,63.32,4,0,0.324,4
377,19840,29.55,4,0,0.739,3
210,17466,56.15,4,1,0.42,4
390,19139,62.2,3,1,0.284,4
418,13555,59.23,5,0,0.748,3
286,444,18.4,1,1,0.637,3
276,952,29.88,2,1,0.462,4
366,16868,29.1,5,0,0.248,5
154,17647,20.65,2,1,0.206,5
212,8658,17.65,1,1,0.516,3
339,18151,34.83,4,0,0.847,2
18,2293,25.62,3,0,0.576,3
201,466,21.99,2,0,0.355,4
40,14745,25.63,4,1,0.662,3
89,920,36.68,3,0,0.22,5
385,7311,105.8,5,0,0.589,3
78,11586,40.89,2,1,0.57,3
345,11655,26.8,3,0,0.659,3
275,15604,31.55,4,1,0.476,4
275,14052,18.31,2,1,0.476,4
335,17842,30.07,2,1,0.508,3
364,15607,24.81,3,0,0.524,3
264,3570,40.76,4,0,0.449,4
491,5009,42.99,4,0,0.431,4
433,11243,91.37,5,0,0.762,2
76,2125,10.04,1,1,0.244,5
15,11054,30.2,4,0,0.81,2
430,3082,40.93,4,1,0.504,3
38,7279,60.1,5,0,0.286,4
417,10331,20.69,1,1,0.461,4
386,6452,36.19,2,1,0.384,4
256,14592,35.99,3,1,0.553,3
413,11888,26.2,2,1,0.638,3
399,2033,50.11,3,1,0.58,3
465,4032,33.18,4,0,0.614,3
494,2020,32.78,3,1,0.384,4
182,15069,12.83,2,1,0.906,1
323,15816,20.11,2,1,0.644,3
106,18367,23.13,3,0,0.384,4
313,10865,27.47,3,0,0.627,3
116,11719,79.77,4,0,0.278,4
229,17881,27.71,2,1,0.651,3
466,4161,17.95,2,0,0.134,5
64,3567,60.84,5,0,0.463,4
304,8335,21.31,2,1,0.122,5
61,1445,36.26,2,1,0.29,4
199,19493,59.96,4,1,0.759,2
303,17885,12.8,1,1,0.936,1
231,16051,36.09,3,0,0.575,3
453,376,52.52,2,1,0.729,3
117,15026,44.43,3,1,0.574,3
242,11991,44.26,3,1,0.504,3
340,17259,13.48,1,1,0.406,4
489,1375,13.65,1,1,0.795,2
137,17714,58.63,3,1,0.403,4
376,6754,49.57,5,0,0.598,3
86,7956,15.1,1,1,0.413,4
380,14683,29.08,3,0,0.787,2
162,4258,30.25,3,0,0.644,3
176,4309,6.77,1,1,0.462,4
338,6380,48.58,3,0,0.252,4
264,14859,22.78,3,0,0.449,4
448,7405,47.51,5,1,0.552,3
246,17315,18.27,2,1,0.418,4
208,11778,57.61,5,0,0.143,5
137,5311,17.95,1,0,0.403,4
114,10002,25.23,1,1,0.65,3
39,6446,53.1,3,0,0.483,4
83,1065,22.7,2,1,0.71,3
113,16090,34.01,3,1,0.628,3
345,9009,38.11,3,0,0.659,3
456,9784,38.94,3,1,0.822,2
150,17627,50.2,4,1,0.785,2
333,16834,18.76,2,1,0.437,4
363,762,23.28,3,1,0.378,4
300,9444,22.3,2,1,0.23,5
374,17585,18.86,2,1,0.267,4
335,6006,14.17,1,1,0.508,3
310,10079,23.09,3,0,0.696,3
280,3019,22.75,2,1,0.678,3
245,16940,44.22,2,1,0.69,3
480,12298,48.84,5,0,0.68,3
358,4466,45.03,3,0,0.783,2
75,12286,23.38,1,1,0.499,4
105,14699,32.58,2,0,0.441,4
134,15200,74.18,5,0,0.338,4
272,6952,36.72,3,1,0.529,3
325,1638,9.96,1,1,0.438,4
205,6439,16.26,2,0,0.521,3
182,6859,40.85,3,0,0.906,1
168,18349,18.47,1,1,0.329,4
492,17900,31.04,3,1,0.231,5
434,15852,50.41,2,1,0.349,4
87,15180,21.69,2,0,0.519,3
467,15655,28.1,2,1,0.505,3
73,12558,12.75,1,1,0.322,4
2,18851,22.39,2,1,0.223,5
271,6738,50.62,5,0,0.316,4
317,17497,10.37,1,1,0.221,5
346,2243,21.29,2,1,0.67,3
71,12529,24.31,3,1,0.518,3
244,13142,24.99,3,0,0.798,2
59,1488,58.84,5,0,0.674,3
216,2886,18.53,1,1,0.35,4
276,17639,25.81,2,0,0.462,4
131,2045,47.65,3,1,0.499,4
51,6936,51.27,4,0,0.315,4
376,4182,26.78,3,1,0.598,3
143,18797,78.92,5,1,0.778,2
127,4246,18.09,3,0,0.365,4
427,10004,60.87,5,0,0.49,4
2,12127,33.73,3,0,0.223,5
150,2961,12.07,1,1,0.785,2
478,18167,41.22,4,0,0.444,4
452,14455,67.67,3,0,0.209,5
5,16891,64.47,5,0,0.498,4
233,3665,20.28,2,1,0.368,4
231,10299,76.9,3,0,0.575,3
121,8464,17.96,1,1,0.789,2
309,15732,11.41,2,1,0.606,3
70,17891,34.58,4,0,0.166,5
445,2293,31.3,2,0,0.349,4
268,15319,11.84,1,1,0.213,5
147,18480,86.71,3,0,0.459,4
110,9336,13.85,1,1,0.563,3
36,18083,25.98,3,1,0.232,5
69,16231,61.3,5,0,0.66,3
261,2032,40.3,4,0,0.859,2
146,9501,17.91,2,1,0.509,3
236,795,27.34,2,1,0.194,5
445,15392,11.99,1,1,0.349,4
92,18314,18.89,4,1,0.738,3
449,13317,28.7,5,0,0.697,3
94,8729,29.85,2,0,0.157,5
18,17042,32.52,3,0,0.576,3
54,9603,13.72,2,1,0.223,5
117,12679,24.25,3,1,0.574,3
410,19342,23.28,2,1,0.213,5
3,3211,33.78,3,1,0.145,5
385,8789,32.37,2,0,0.589,3
74,6160,9.72,1,1,0.736,3
173,11807,32.54,3,1,0.336,4
214,15807,36.29,3,0,0.728,3
186,4732,28.74,3,0,0.292,4
319,16070,33.08,3,1,0.673,3
166,4118,13.75,2,1,0.286,4
280,11529,28.31,2,1,0.678,3
7,3922,19.34,2,1,0.217,5
170,2175,24.6,2,1,0.805,2
372,16278,29.1,2,1,0.635,3
119,8562,23.64,5,0,0.383,4
148,19040,49.46,3,1,0.37,4
350,3543,45.33,4,1,0.611,3
10,4994,55.43,5,0,0.652,3
145,14073,32.44,3,1,0.443,4
495,2755,21.36,3,1,0.771,2
177,10210,33.67,2,1,0.375,4
236,599,42.77,3,1,0.194,5
227,14889,21.39,3,0,0.412,4
242,7899,38.18,3,1,0.504,3
381,9063,13.69,2,0,0.406,4
190,10630,17.14,3,1,0.487,4
455,12742,46.36,4,0,0.362,4
299,15294,28.01,3,1,0.478,4
99,1450,36.76,4,1,0.787,2
408,1786,61.05,4,0,0.332,4
25,3905,8.2,1,1,0.822,2
494,18236,17.12,2,1,0.384,4
157,11607,7.65,1,1,0.656,3
442,13419,48.46,3,1,0.44,4
461,315,13.4,1,1,0.289,4
103,585,36.1,4,0,0.378,4
192,7959,58.75,4,0,0.718,3
198,19894,40.53,4,0,0.511,3
22,10997,20.22,1,1,0.757,2
292,14140,21.45,3,0,0.84,2
473,15837,30.88,4,0,0.573,3
481,19546,60.02,4,1,0.487,4
108,14566,45.34,4,0,0.402,4
425,2329,36.26,4,0,0.418,4
78,17557,22.29,1,1,0.57,3
326,678,11.01,1,1,0.475,4
419,14513,25.04,2,1,0.561,3
99,14092,76.3,4,0,0.787,2
5,17481,16.17,1,1,0.498,4
18,5673,43.55,3,0,0.576,3
485,5927,59.71,4,1,0.889,2
364,17262,41.69,3,0,0.524,3
244,15377,47.52,5,0,0.798,2
171,18834,65.12,3,1,0.598,3
310,6884,27.08,3,0,0.696,3
452,3218,17.77,1,1,0.209,5
202,1792,27.52,2,0,0.353,4
293,18205,50.1,4,0,0.418,4
134,8902,36.94,3,1,0.338,4
298,2877,57.1,5,0,0.493,4
340,15098,24.56,1,1,0.406,4
431,10976,42.78,4,0,0.217,5
45,5158,35.32,2,0,0.342,4
420,15609,21.87,2,1,0.807,2
155,7654,38.33,3,0,0.36,4
150,19956,41.64,2,1,0.785,2
165,3805,52.99,4,0,0.584,3
169,14831,70.79,5,1,0.484,4
122,12391,28.32,5,0,0.731,3
238,2121,41.63,3,1,0.633,3
357,10271,65.9,4,0,0.233,5
396,19627,38.85,4,1,0.405,4
180,9505,93.57,3,0,0.247,5
192,3973,19.38,2,1,0.718,3
12,1822,18.77,1,1,0.359,4
25,10821,34.21,2,1,0.822,2
327,11302,92.33,4,0,0.396,4
107,7984,56.38,4,0,0.479,4
178,7942,13.62,1,1,0.619,3
403,9192,18.85,2,1,0.693,3
84,16690,41.36,2,1,0.694,3
307,17302,24.78,1,1,0.5,4
484,14903,22.9,2,1,0.659,3
330,11733,41.86,4,0,0.86,2
455,786,29.1,5,1,0.362,4
320,3063,31.23,2,1,0.651,3
308,15083,35.4,4,0,0.688,3
152,1732,21.81,1,1,0.41,4
241,8100,45.23,4,0,0.255,4
263,10624,24.04,1,1,0.447,4
6,2579,22.07,2,1,0.582,3
67,15200,10.31,1,1,0.478,4
447,15384,40.7,3,0,0.689,3
478,9242,26.51,2,1,0.444,4
226,9928,18.28,2,0,0.637,3
299,15564,37.05,4,0,0.478,4
77,7154,12.98,1,0,0.464,4
429,5536,51.52,3,1,0.575,3
71,11917,19.18,2,1,0.518,3
235,19885,39.58,5,1,0.709,3
174,13797,41.55,5,0,0.758,2
123,5695,67.76,4,1,0.629,3
443,14640,57.27,4,0,0.708,3
448,6944,35.95,4,0,0.552,3
154,15438,42.4,4,0,0.206,5
67,6669,34.76,3,1,0.478,4
349,18047,44.38,4,0,0.334,4
10,3952,31.96,3,0,0.652,3
365,17203,21.48,3,0,0.374,4
460,14042,99.48,4,0,0.817,2
323,7718,37.66,4,0,0.644,3
208,3248,32.62,2,0,0.143,5
430,2924,41.24,5,0,0.504,3
368,16589,34.87,2,0,0.606,3
94,3718,46.96,4,0,0.157,5
138,15363,52.31,3,0,0.578,3
410,622,13.34,1,1,0.213,5
495,19579,29.21,3,0,0.771,2
230,18576,54.67,3,1,0.249,5
71,2867,52.96,4,0,0.518,3
493,13645,76.04,3,1,0.599,3
491,18493,42.0,3,1,0.431,4
211,7113,31.79,3,1,0.436,4
455,540,63.96,4,0,0.362,4
352,11964,31.01,3,1,0.506,3
20,804,15.61,3,0,0.802,2
212,12080,15.85,1,1,0.516,3
324,14679,50.87,3,0,0.715,3
258,7768,27.49,3,0,0.272,4
5,11632,25.98,3,1,0.498,4
301,14184,31.14,3,0,0.384,4
228,1762,28.63,3,1,0.326,4
190,16189,15.43,1,0,0.487,4
62,6619,23.47,3,1,0.462,4
70,7781,34.2,3,0,0.166,5
